ID;GOLD;TEXT
ID-98 ;negative;CHRIS My grades are gonna be good enough, I think, to get into Harvard Law.
ID-99 ;negative;WALT That's a big deal.
ID-100 ;negative;What do you have left in your college fund?
ID-101 ;negative;CHRIS It's an inheritance, dad.
ID-102 ;negative;I've only been spending it as a college fund...Exactly twenty-four thousand five hundred dollars and sixty-eight cents.
ID-103 ;negative;BILLIE That's very specific.
ID-104 ;negative;CHRIS I had to go to the bank this morning.
ID-105 ;negative;7.
ID-106 ;negative;WALT Well, we'll certainly contribute the balance for Harvard.
ID-107 ;negative;CHRIS Yeah.
ID-108 ;negative;I've got to figure out what I'm going to do.
ID-109 ;negative;I got a lot of things to pack and organize here first.
ID-110 ;negative;BILLIE I'm so glad you're getting out of that place you're living.
ID-111 ;negative;It was so much nicer when you lived on campus.
ID-112 ;negative;WALT You'll come to Annandale before you disappear on us, won't you?
ID-113 ;negative;CHRIS (reluctantly) Sure, I will.
ID-114 ;negative;Carine's not so sure.
ID-115 ;negative;BILLIE You promise?
ID-116 ;negative;CHRIS (whining) Mom.
ID-117 ;negative;BILLIE Well, your father and I want to make a present to you.
ID-118 ;negative;WALT We want to get you out of that junker.
ID-119 ;negative;CHRIS What's a junker?
ID-120 ;negative;Walt points outside to the Datsun.
ID-121 ;negative;CHRIS (CONT'D) The Datsun?
ID-122 ;negative;WALT Yes.
ID-123 ;negative;We want to get you a new car.
ID-124 ;negative;CHRIS (appalled) A new car?
ID-125 ;negative;Why the hell would I want a new car?
ID-126 ;negative;The Datsun runs great.
ID-127 ;negative;(MORE)  8.
ID-128 ;negative;CHRIS (CONT'D) (Mocking the Cadillac) Do you think I want some fancy boat?
ID-129 ;negative;Or are you worried about what the neighbors might think?
ID-130 ;negative;BILLIE We weren't going to get you a Cadillac, Chris.
ID-131 ;negative;Just a nice new car that's safe to drive.
ID-132 ;negative;You don't know when that thing's just going to suddenly blow up.
ID-133 ;negative;CHRIS Blow up?
ID-134 ;negative;Blow up?!
ID-135 ;negative;Are you guys crazy?
ID-136 ;negative;It's a great car.
ID-137 ;negative;I don't need a new car.
ID-138 ;negative;I don't want a new car.
ID-139 ;negative;I don't want anything.
ID-140 ;negative;Thing, thing, thing.
ID-141 ;negative;Under the table, Carine jabs Chris' leg.
ID-142 ;negative;Chris returning to polite -  CHRIS (CONT'D) But, thanks anyway.
ID-143 ;negative;WALT Everything's gotta be difficult.
ID-144 ;negative;CHRIS I said thank you.
ID-145 ;negative;I just don't want anything.
ID-146 ;negative;The group returns to some superficial calm.
ID-147 ;negative;CARINE I wouldn't say no to a new car.
ID-148 ;negative;CHRIS (mumbling a rib) Ivana Trump McCandless.
ID-149 ;negative;CARINE (laughing it off) Shut up, Chris.
ID-150 ;negative;(to her parents, seriously) Seriously, I'll pay you back.
ID-151 ;negative;CUT TO:   7   INT.
ID-152 ;negative;OFF-CAMPUS ROOMING HOUSE, SECOND-FLOOR, ATLANTA -         7 DAY  OVER Chris' shoulder, he frisbees his graduation cap from the upstairs window to his parents parting Cadillac on the street.
ID-153 ;negative;9.
ID-154 ;negative;As they wave goodbye, Carine catches the cap from the backseat window.
ID-155 ;negative;And with a parting smile to her brother, she poses with it on her own head.
ID-156 ;negative;Chris smiles and waves goodbye.
ID-157 ;negative;As the Cadillac drifts away, his smile disappears into something other than sadness.
ID-158 ;negative;TIME CUT:   8   INT.
ID-159 ;negative;"OFF-CAMPUS ROOMING HOUSE - NIGHT                         8  In a warm ambient light, we SEE a black and white poster on a barren wall: Poncho-clad Clint Eastwood from ""The Good, The Bad, And The Ugly."""
ID-160 ;negative;We TILT DOWN a stack of books sitting on the floor - Tolstoy, Stegner, Thoreau, Jack London, and Pasternak.
ID-161 ;negative;Beside them, a camper's backpack.
ID-162;neutral;Chris sits in introspection at his desk by candlelight.
ID-163;neutral;The room is spare, supporting his monkish lifestyle.
ID-164;neutral;But on the desk before him, he counts out $500.68 from a bank envelope.
ID-165;neutral;He pockets those bills and change, then removes a check for $24,000 made out to OXFAM America from the same bank envelope.
ID-166;neutral;He scribbles a note: These are all my savings.
ID-167;neutral;Feed someone with it.
ID-168;neutral;Signed, Chris McCandless.
ID-169;neutral;He then slides the note and the check into a pre-addressed Oxford Famine Relief Fund (in Boston) envelope.
ID-170;neutral;He pulls his wallet from his back pocket.
ID-171;neutral;Pulls all the cards and pictures from its sleeves.
ID-172;neutral;Considering each, he flicks them into a trash bin, one by one.
ID-173;neutral;Finally coming to his social security card, he holds it to the candles flame.
ID-174;neutral;As the flame burns bright we - DISSOLVE TO:   9   EXT.
ID-175;neutral;ATLANTA HIGHWAY - SUNRISE'                               9  MUSIC (Gordon Peterson's BIG HARD SUN or as radio source Tom Petty's FREE FALLING) rises and PRESENTATION TITLES OVER:  A 1982 DATSUN B210 emerges from the rising sun as the car heads west out of Atlanta.
ID-176;neutral;(HIGHWAY 20 TO 78 TO 40)  PRESENTATION TITLES and MUSIC carry OVER:  9A.
ID-177;neutral;MONTAGE: We travel with Chris and his Datsun through the towns and open highways, landscapes and landmarks, days and nights, that lead to the Mojave desert in the West.
ID-178;neutral;10.
ID-179;neutral;(In contrast to his introspection of the previous night, Chris is buoyant throughout this sequence.)
ID-180;neutral;10   EXT.
ID-181;neutral;DESERT, SOMEWHERE BETWEEN KINGMAN, ARIZONA AND LAS     10 VEGAS, NEVADA - SUNSET  (CRANE SHOT) We see Chris stop the Datsun in the middle of the desert road.
ID-182;neutral;We (CRANE?)
ID-183;neutral;DOWN to a close-up through the windshield.
ID-184;neutral;Chris looks left.
ID-185;neutral;Then, right.
ID-186;neutral;Into the rearview mirror, and suddenly turns the wheel, veering the Datsun off the paved highway into the vast desert.
ID-187;neutral;As we CRANE back UP, the Datsun moves into the horizon.
ID-188;neutral;END PRESENTATION TITLES.
ID-189;neutral;FADE MUSIC   11   EXT.
ID-190;neutral;DETRITAL WASH - TWILIGHT                               11  ANGLE: WEST-FACING  The Datsun sits in the magical pastel twilight just before darkness slides over the desert.
ID-191;neutral;It is positioned at the foot of a wash wall that edges the soup bowl.
ID-192;neutral;ANGLE: EAST-FACING  The Datsun, a yellow speck in the frame.
ID-193;neutral;Coyotes yap at the moon.
ID-375 ;negative;19.
ID-376 ;negative;CARINE (V.O.)
ID-377 ;negative;"When they arrived at the apartment, there was a ""For Rent"" sign in his window, and the manager told my parents that Chris had moved out at the end of June."
ID-378 ;negative;24   EXT.
ID-379 ;negative;OFF-CAMPUS ROOMING HOUSE, ATLANTA - DAY                24  We observe Walt and Billie chatting with Chris' apartment manager.
ID-380 ;negative;CARINE (V.O.)
ID-381 ;negative;When they got home, I had to hand them all the letters they had sent Chris that summer which had been returned in a bundle.
ID-382 ;negative;25   INT.
ID-383 ;negative;"MCCANDLESS HOME, ANNANDALE                             25  The bundle of letters are splayed out on the kitchen table - ""Return to Sender"" stamps visible."
ID-194;neutral;Other than that, no sound on the desert floor.
ID-195;neutral;In the distance, voluptuous cumulonimbus clouds boil upward catching the last rosy glow of the west-setting sun over the rim of the upper Detrital watershed.
ID-196;neutral;We see strobe bursts of lightning followed by muffled thunder illuminating the thunder clouds from within.
ID-197;neutral;Short SERIES OF ANGLES as we MOVE IN on the distant gullies and ravines, starting to run with copious amounts of water.
ID-198;neutral;12   INT.
ID-199;neutral;DATSUN - NIGHT                                         12  Chris McCandless, in the same clothes he had been in back in the rooming house, sleeps in the back seat of the Datsun.
ID-200;neutral;His head supported by his backpack.
ID-201;neutral;We begin to HEAR a rumble.
ID-202;neutral;But this rumble is not thunder.
ID-203;neutral;It rapidly builds into an alarming ROAR.
ID-204;neutral;The roar grows to a deafening level.
ID-205;neutral;Chris awakens.
ID-206;neutral;11.
ID-207;neutral;As he peeks up from the backseat looking forward through the windshield, he just barely catches sight of the leading edge of a flash flood.
ID-208;neutral;A four-foot high wall of water, mud and debris makes impact with the Datsun, momentarily enveloping it in water.
ID-209;neutral;Suddenly the car is SLAMMED against the cliff.
ID-210;neutral;CRACK!
ID-211;neutral;Chris sits upright, disoriented.
ID-212;neutral;POV: As far as the eye can see in the desert moonlight, water has taken over the desert with a flash flood.
ID-213;neutral;However, there's no panic in Chris' face as we observe him past a new crack in the wet windshield.
ID-214;neutral;The water, while violent seems to have topped off just above the wheels.
ID-215;neutral;Chris gets a slight smile on his face, as the car settles into its new position below the cliff.
ID-216;neutral;He returns to sleep.
ID-217;neutral;CUT TO:   13   EXT.
ID-218;neutral;DESERT - DAY                                          13  What remains of Chris' travelling money burns in a pile beside the Datsun on the sun-lit but muddy desert floor.
ID-219;neutral;We follow a very long set of footprints (CAMERA TRACKING/TRUE VERTICAL) away from the burning cash through the mud, finally tilting up to the footprint maker, Chris.
ID-220;neutral;Slogging toward high ground.
ID-221;neutral;WIDE-SHOT: We see the abandoned Datsun nearly a mile behind Chris as he walks toward us wearing his backpack.
ID-222;neutral;He comes very close to camera (only a day or two's stubble on his face) and as we PAN him 180, we see as much wilderness before us as we did behind.
ID-223;neutral;REPRISE MUSIC OVER MAIN TITLE:  (INTO THE WILD) Chris walks into the distance.
ID-224;neutral;COMPLETE AND END MAIN TITLES.
ID-225;neutral;CUT TO:   14   INT.
ID-226;neutral;COLLEGE BUILDING                                      14  SHAKY HAND-HELD HOME VIDEO IMAGE (4 YEARS EARLIER):  12.
ID-227;neutral;Chris McCandless speaking to camera holds a microphone in a shadowy room, doing his Geraldo Rivera.
ID-228;neutral;It's tongue-in- cheek at best.
ID-229;neutral;CHRIS This is Emory University freshman Chris McCandless reporting from the vault at Thompson Hall.
ID-230;neutral;He indicates a hatchway in the floor leading to a brightly lit corridor below.
ID-231;neutral;CHRIS (CONT'D) We have just dynamited the hatchway and are the first human beings to step foot into this vault in over a hundred years.
ID-232;neutral;Somewhere in here lies the secret of the great beast within us all.
ID-233;neutral;A beast built on lies, corruption, and greed.
ID-234;neutral;We HEAR a GROWLING SOUND from behind Chris.
ID-235;neutral;CHRIS (CONT'D) And there it is!
ID-236;neutral;The legendary beast Mocra.
ID-237;neutral;CAMERA quickly PANS to a blanket-wrapped, crawling FELLOW STUDENT in a grotesque Halloween mask.
ID-384;neutral;CARINE (V.O.)
ID-385;neutral;Chris had instructed the post office to hold them until August 1st so that mom and dad wouldn't know that anything was up.
ID-386;neutral;Some part of me understood what he had done.
ID-387;neutral;That he had spent the previous four years fulfilling an absurd and onerous duty in graduating from college.
ID-388;neutral;We return to the image of Carine sitting on her bed as she plops on Chris' old graduation cap.
ID-389;neutral;We slowly ZOOM IN on her throughout the remaining V.O.
ID-390;neutral;CARINE (V.O.)
ID-391;neutral;(CONT'D) And now, at last he was unincumbered.
ID-392;neutral;Emancipated from the stifling world of parents and peers.
ID-393;neutral;Abstraction, security, and material excess.
ID-394;neutral;Those things that cut Chris off from the raw truth of his existence.
ID-395;neutral;I only hoped he was safe...and I missed him.
ID-396;neutral;CUT TO:   26   EXT.
ID-397;neutral;SIERRA NEVADA MOUNTAINS (LAKE TAHOE AREA) - DAY        26  20.
ID-398;neutral;HELICOPTER SHOT: (MUSIC OVER: PHILIP GLASS) WE FIND CHRIS MAKING HIS STRIDES THROUGH PINES AND PEAKS, IN AWE OF THE SCALE AND POWER OF THIS LANDSCAPE.
ID-399;neutral;TRACKING SHOT (GROUND LEVEL): CLOSE ON Chris, surrounded by a summit grove embraced in its nature.
ID-400;neutral;ANGLE: A DEER drinking from a creek, pops its head up between trees and scrub, watching the alien human pass.
ID-401;neutral;An EAGLE soars above (perhaps it was this POV represented in our helicopter shot)  WATER babbling in a mountain creek.
ID-402;neutral;VARIOUS WILDLIFE SHOTS  ANGLE: Chris -   In his eyes we see the landscape inject itself.
ID-403;neutral;CUT TO:   27   EXT.
ID-404;neutral;CAMPSITE, PACIFIC CREST TRAIL - SUNSET                 27  SEQUENCE: Chris makes camp beside a stream pulling a sack of rice from his backpack and cooking it.
ID-405;neutral;28   EXT.
ID-406;neutral;"CAMPSITE, PACIFIC CREST TRAIL - NIGHT                  28  Wrapped in his own ""The Good, The Bad, And The Ugly"" poncho, Chris eats rice while crouched beside a campfire reading from Jack London's White Fang."
ID-407;neutral;CUT TO:  29   EXT.
ID-408;neutral;PACIFIC CREST TRAIL - FURTHER NORTH - DAY              29  Chris is on the move north through the gorgeous landscape of the Sierras, humming as he walks, when he comes upon a sign on the trail: PERMIT CAMPING IN DESIGNATED CAMPGROUNDS ONLY.
ID-409;neutral;Chris bows to the sign as one would to speak to a small child.
ID-410;neutral;CHRIS (singing) Sign, sign.
ID-411;neutral;Everywhere a sign.
ID-412;neutral;Fuckin' up the scenery, breakin' my mind.
ID-413;neutral;(MORE)  21.
ID-414;neutral;CHRIS (CONT'D) Do this.
ID-415;neutral;Don't do that.
ID-416;neutral;Can't you read the sign?
ID-417;neutral;And then, very impulsively, he karate kicks the sign off its post into a log collapsing into ---  CUT TO:   30   OMITTED                                                     30   31   EXT.
ID-418;neutral;CAMPSITE II, PACIFIC CREST TRAIL - NIGHT               31  A burning log collapses in Chris' campfire, reduced to glowing embers.
ID-419;neutral;32   INT.
ID-420;neutral;TENT                                                   32  Chris is awakened by the SOUND of TWIGS SNAPPING in a nearby thicket.
ID-421;neutral;He quickly grabs a knife from his backpack, unzips six inches of the tent door open.
ID-422;neutral;We see his eyes peering out.
ID-423;neutral;The CRACKLING moves closer.
ID-424;neutral;His grip on the knife tightens.
ID-425;neutral;Suddenly a hot white light hits his face.
ID-426;neutral;And a VOICE comes from behind the light.
ID-427;neutral;FOREST RANGER U.S. Forestry.
ID-428;neutral;Could you step out of the tent please?
ID-429;neutral;Now we see the FOREST RANGER appear from the thicket.
ID-430;neutral;Chris exits the tent, catching himself holding the knife.
ID-431;neutral;CHRIS (as he drops the knife to the ground) Sorry.
ID-432;neutral;I thought you were a bear.
ID-433;neutral;FOREST RANGER (approaching) I don't blame you.
ID-434;neutral;You're less than a hundred yards from the nearest den.
ID-435;neutral;That's why I came over here to talk to you.
ID-436;neutral;Do you have some identification?
ID-437;neutral;22.
ID-438;neutral;CHRIS No.
ID-439;neutral;I'm sorry.
ID-440;neutral;My name's Alex.
ID-441;neutral;I've been travelling a lot and I got robbed and my identification was taken.
ID-442;neutral;FOREST RANGER You mind if I take a look in your tent?
ID-443;neutral;CHRIS Go ahead.
ID-444;neutral;The Forest Ranger bends over.
ID-445;neutral;Pops his flashlight through the tent door and peers around a bit before re- addressing Chris.
ID-446;neutral;FOREST RANGER You're not the character who knocked down our sign, are ya?
ID-447;neutral;CHRIS (giggles) No.
ID-448;neutral;FOREST RANGER Because there was a sign indicating that camping was allowed by permit only.
ID-449;neutral;CHRIS Well, I don't have a permit.
ID-450;neutral;FOREST RANGER No, I'm sure you don't.
ID-451;neutral;Listen, it looks like you've got your food secured pretty good, so I'm not gonna make you move on tonight.
ID-452;neutral;But, these bears out here are nursing young and you know how that goes.
ID-453;neutral;Next time, stop at the Rangers station and get yourself a permit.
ID-454;neutral;CHRIS Alright.
ID-455;neutral;I appreciate it.
ID-456;neutral;I'm gonna be headed towards the coast tomorrow.
ID-457;neutral;FOREST RANGER Be careful.
ID-458;neutral;They shake hands and the Forest Ranger disappears into the thicket.
ID-459;neutral;CUT TO:  23.
ID-460;neutral;33    EXT.
ID-461;neutral;THE NORTHERN CREST - DAY                              33  Chris descends the mountains where they meet the Redwoods.
ID-462;neutral;Every perilous step creates a mini landslide down the hill
ID-463;neutral;Chris stops briefly to observe an over-flying commercial airliner.
ID-464;neutral;CHRIS (mocking imaginary conversation among passengers) Is that a man mommy?
ID-465;neutral;That's no mere man, sweetheart.
ID-466;neutral;That's Alexander SuperTramp!
ID-467;neutral;King of the wild frontier!
ID-468;neutral;Chris briefly waves to the airplane above and continues his descent.
ID-469;neutral;CUT TO:   34    OMITTED                                                    34   35    EXT.
ID-470;neutral;HIGHWAY NEAR WILLOW CREEK (AUGUST 10, 1990)           35  A car slows to a stop.
ID-471;neutral;36    INT./EXT.
ID-472;neutral;CAR-HIGHWAY                                      36  DRIVER This is where I turn off.
ID-473;neutral;CHRIS Alright man.
ID-474;neutral;Thanks a lot.
ID-475;neutral;Chris is dropped off.
ID-476;neutral;The driver veers off the highway and into the distance.
ID-477;neutral;Chris is left behind to hitch another ride.
ID-478;neutral;36A   EXT.
ID-479;neutral;HIGHWAY                                              36A  CAMERA is across the road from Chris as one by one cars pass him by.
ID-480;neutral;He turns to move north by foot and we track with him, his back to oncoming traffic, he continues to hitchhike with an extended thumb.
ID-481;neutral;Something catches his eye in the treeline beside the road.
ID-482;neutral;24.
ID-483;neutral;REVERSE: Chris, moving to the mysterious object.
ID-484;neutral;As he lifts it, we see that it is a goofy looking straw hat.
ID-485;neutral;He dusts it off, and snugs it onto his head, when a police car comes into frame and stops beside Chris.
ID-486;neutral;With a quick blast of the siren, Chris turns to regard the police car.
ID-487;neutral;The POLICEMAN gets out of the car and moves to Chris.
ID-488;neutral;POLICEMAN How're you doin' this evening?
ID-489;neutral;CHRIS (reluctantly) I'm alright.
ID-490;neutral;What's the matter?
ID-491;neutral;POLICEMAN You wanna put your backpack down on the hood of my car.
ID-492;neutral;Chris does not oblige.
ID-493;neutral;CHRIS Why?
ID-494;neutral;POLICEMAN Because I asked you to, sir.
ID-495;neutral;CHRIS But I haven't done anything wrong.
ID-496;neutral;These are my personal items.
ID-497;neutral;POLICEMAN Do you know that it's unlawful to hitchhike on this stretch of highway.
ID-498;neutral;CHRIS You're kidding.
ID-499;neutral;POLICEMAN Do you see a safe area for a vehicle to stop?
ID-500;neutral;We got a tree-lined highway without a substantial shoulder here.
ID-501;neutral;And we've had a lot of accidents on this road from people stopping in the traffic lane for hitchhikers.
ID-502;neutral;CHRIS Alright, but...I mean, you stopped your car.
ID-503;neutral;You're in the traffic lane.
ID-504;neutral;And you can see, there's hardly any cars out here.
ID-505;neutral;Plus, it's a straight road
ID-506;neutral;(MORE)  25.
ID-507;neutral;CHRIS (CONT'D) (in disbelief) There's really been accidents along here?
ID-508;neutral;POLICEMAN May I see some identification?
ID-509;neutral;Now Chris is worried.
ID-510;neutral;CHRIS I don't have any.
ID-511;neutral;POLICEMAN You don't have any identification?
ID-512;neutral;"Chris shakes his head ""No."""
ID-513;neutral;POLICEMAN (CONT'D) (pulling out a ticket) Well, I'm gonna site you for unlawful hitchhiking.
ID-514;neutral;You don't have to appear.
ID-515;neutral;You can send a check directly to the Humboldt County Clerks Office for restitution.
ID-516;neutral;If you don't pay it within 30 days, you're subject to fine and warrant.
ID-517;neutral;I'm gonna trust that you're gonna give me accurate information.
ID-518;neutral;What's your name?
ID-519;neutral;Chris can't bring himself to lie.
ID-520;neutral;CHRIS (a beat) McCandless.
ID-521;neutral;Christopher Johnson McCandless.
ID-522;neutral;CUT TO:  37   INT.
ID-524;neutral;A copy of Chris' ticket has been sent to the Annandale address and sits before them.
ID-238 ;positive;We MOVE INTO CU on the monster growling.
ID-239 ;positive;QUICK PAN back to Chris.
ID-240 ;positive;CHRIS (CONT'D) (in mock fright) We've got to get out of here quick and re- secure the hatch while we make a plan of how to kill the beast.
ID-241 ;positive;CAMERA SHAKES all over like a bad horror film trying to stay with Chris as he makes a quick escape down the hatchway into the University dorm corridor.
ID-242 ;positive;CLUMSY VIDEO TIME CUT: Chris nailing the last nail in the hatchway from below.
ID-243 ;positive;He climbs down the steps where he exchanges his hammer for his microphone from an off- camera source.
ID-244 ;positive;CHRIS (CONT'D) Well, it looks like we've succeeded -  We HEAR the monster's GROWL from above.
ID-245 ;positive;13.
ID-246 ;positive;CHRIS (CONT'D) - at least for the moment, in sealing the beast back into the vault.
ID-247 ;positive;Your humble reporter, Chris McCandless will now struggle with the journalistic question of ethics: Will he retain his reporter's objectiveness or save the future of human truth by slaying this awful beast?
ID-248 ;positive;He gives us a look of vaudevillian puzzlement - what will he do?
ID-249 ;positive;CONTINUE VIDEO:  We pick up with Chris in a corridor outside a door with a cheap paper-and-tape label announcing the adjacent room as the office of Ted Turner.
ID-250 ;positive;CHRIS (CONT'D) Once again, your humble reporter Chris McCandless.
ID-251 ;positive;We HEAR OS students commenting on Chris and his video crew:  OS STUDENT What is this?
ID-252 ;positive;Filmmaking 101?
ID-253 ;positive;OS STUDENT #2 Point the camera at me.
ID-254 ;positive;I'm a star.
ID-255 ;positive;Chris speaking straight to camera, still tongue-in-cheek:  CHRIS (with a Wizard of Oz tone) Pay no attention to the voices behind the curtain.
