ID;Pred;details
ID-26 ;positive;{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}
ID-27 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-28 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-29 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-30 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-31 ;negative;{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.1531}
ID-32 ;negative;{'neg': 0.415, 'neu': 0.585, 'pos': 0.0, 'compound': -0.4278}
ID-33 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-34 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-35 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-36 ;positive;{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.25}
ID-37 ;positive;{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}
ID-38 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-39 ;negative;{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.3182}
ID-40 ;neutral;{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
ID-41 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-42 ;positive;{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.4648}
ID-43 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-44 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-45 ;positive;{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.8286}
ID-46 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-47 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-48 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-49 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-50 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-51 ;positive;{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.6705}
ID-52 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-53 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-54 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-55 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-56 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-57 ;negative;{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.4588}
ID-58 ;neutral;{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
ID-59 ;negative;{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.6956}
ID-60 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-61 ;negative;{'neg': 0.168, 'neu': 0.832, 'pos': 0.0, 'compound': -0.4278}
ID-62 ;negative;{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.2732}
ID-63 ;positive;{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.5994}
ID-64 ;positive;{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}
ID-65 ;positive;{'neg': 0.032, 'neu': 0.893, 'pos': 0.075, 'compound': 0.5229}
ID-66 ;negative;{'neg': 0.245, 'neu': 0.722, 'pos': 0.033, 'compound': -0.9565}
ID-67 ;positive;{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5423}
ID-68 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-69 ;negative;{'neg': 0.253, 'neu': 0.529, 'pos': 0.218, 'compound': -0.0387}
ID-70 ;positive;{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}
ID-71 ;positive;{'neg': 0.045, 'neu': 0.806, 'pos': 0.149, 'compound': 0.5423}
ID-72 ;negative;{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.4278}
ID-73 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-74 ;positive;{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.2577}
ID-75 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-76 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-77 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-78 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-79 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-80 ;positive;{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}
ID-81 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-82 ;positive;{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}
ID-83 ;neutral;{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
ID-84 ;positive;{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}
ID-85 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-86 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-87 ;positive;{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}
ID-88 ;positive;{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.4767}
ID-89 ;negative;{'neg': 0.153, 'neu': 0.737, 'pos': 0.111, 'compound': -0.2023}
ID-90 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-91 ;positive;{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.5719}
ID-92 ;positive;{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}
ID-93 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-94 ;negative;{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.4215}
ID-95 ;negative;{'neg': 0.512, 'neu': 0.488, 'pos': 0.0, 'compound': -0.2732}
ID-96 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-97 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-98 ;positive;{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}
ID-99 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-100 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-101 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-102 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-103 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-104 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-105 ;neutral;{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
ID-106 ;positive;{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.5423}
ID-107 ;positive;{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.296}
ID-108 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-109 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-110 ;positive;{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.5949}
ID-111 ;positive;{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.4902}
ID-112 ;negative;{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.2263}
ID-113 ;positive;{'neg': 0.246, 'neu': 0.351, 'pos': 0.404, 'compound': 0.2263}
ID-114 ;negative;{'neg': 0.382, 'neu': 0.618, 'pos': 0.0, 'compound': -0.3556}
ID-115 ;positive;{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}
ID-116 ;negative;{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.2263}
ID-117 ;positive;{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.34}
ID-118 ;positive;{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}
ID-119 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-120 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-121 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-122 ;positive;{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}
ID-123 ;positive;{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.0772}
ID-124 ;negative;{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.4588}
ID-125 ;negative;{'neg': 0.422, 'neu': 0.459, 'pos': 0.119, 'compound': -0.6486}
ID-126 ;positive;{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}
ID-127 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-128 ;negative;{'neg': 0.193, 'neu': 0.714, 'pos': 0.093, 'compound': -0.34}
ID-129 ;negative;{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}
ID-130 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-131 ;positive;{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}
ID-132 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-133 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-134 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-135 ;negative;{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.34}
ID-136 ;positive;{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}
ID-137 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-138 ;negative;{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.0572}
ID-139 ;negative;{'neg': 0.289, 'neu': 0.711, 'pos': 0.0, 'compound': -0.0572}
ID-140 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-141 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-142 ;positive;{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.5927}
ID-143 ;negative;{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}
ID-144 ;positive;{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}
ID-145 ;negative;{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.0572}
ID-146 ;positive;{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}
ID-147 ;positive;{'neg': 0.0, 'neu': 0.788, 'pos': 0.212, 'compound': 0.2235}
ID-148 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-149 ;positive;{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.4939}
ID-150 ;negative;{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.4215}
ID-151 ;negative;{'neg': 0.512, 'neu': 0.488, 'pos': 0.0, 'compound': -0.2732}
ID-152 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-153 ;neutral;{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
ID-154 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-155 ;positive;{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}
ID-156 ;positive;{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.4767}
ID-157 ;negative;{'neg': 0.298, 'neu': 0.562, 'pos': 0.14, 'compound': -0.4215}
ID-158 ;negative;{'neg': 0.512, 'neu': 0.488, 'pos': 0.0, 'compound': -0.2732}
ID-159 ;negative;{'neg': 0.181, 'neu': 0.691, 'pos': 0.128, 'compound': -0.4588}
ID-160 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-161 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-162;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-163;positive;{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}
ID-164;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-165;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-166;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-167;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-168;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-169;positive;{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.4767}
ID-170;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-171;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-172;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-173;positive;{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.34}
ID-174;positive;{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}
ID-175;negative;{'neg': 0.135, 'neu': 0.778, 'pos': 0.087, 'compound': -0.0601}
ID-176;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-177;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-178;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-179;positive;{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.2263}
ID-180;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-181;negative;{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.296}
ID-182;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-183;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-184;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-185;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-186;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-187;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-188;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-189;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-190;negative;{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.25}
ID-191;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-192;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-193;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-375 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-376 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-377 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-378 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-379 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-380 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-381 ;positive;{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4939}
ID-382 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-383 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-194;negative;{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}
ID-195;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-196;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-197;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-198;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-199;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-200;positive;{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}
ID-201;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-202;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-203;negative;{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.128}
ID-204;negative;{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}
ID-205;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-206;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-207;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-208;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-209;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-210;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-211;negative;{'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.3612}
ID-212;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-213;negative;{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.6705}
ID-214;negative;{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.5994}
ID-215;positive;{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}
ID-216;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-217;negative;{'neg': 0.486, 'neu': 0.514, 'pos': 0.0, 'compound': -0.4278}
ID-218;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-219;positive;{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.5473}
ID-220;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-221;negative;{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.4588}
ID-222;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-223;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-224;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-225;negative;{'neg': 0.486, 'neu': 0.514, 'pos': 0.0, 'compound': -0.4278}
ID-226;positive;{'neg': 0.159, 'neu': 0.604, 'pos': 0.237, 'compound': 0.3182}
ID-227;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-228;positive;{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}
ID-229;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-230;positive;{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}
ID-231;negative;{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.2263}
ID-232;positive;{'neg': 0.156, 'neu': 0.615, 'pos': 0.229, 'compound': 0.3182}
ID-233;negative;{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.6705}
ID-234;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-235;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-236;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-237;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-384;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-385;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-386;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-387;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-388;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-389;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-390;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-391;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-392;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-393;positive;{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}
ID-394;positive;{'neg': 0.136, 'neu': 0.714, 'pos': 0.149, 'compound': 0.0516}
ID-395;positive;{'neg': 0.161, 'neu': 0.438, 'pos': 0.401, 'compound': 0.5106}
ID-396;negative;{'neg': 0.486, 'neu': 0.514, 'pos': 0.0, 'compound': -0.4278}
ID-397;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-398;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-399;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-400;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-401;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-402;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-403;negative;{'neg': 0.486, 'neu': 0.514, 'pos': 0.0, 'compound': -0.4278}
ID-404;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-405;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-406;negative;{'neg': 0.176, 'neu': 0.749, 'pos': 0.075, 'compound': -0.5994}
ID-407;negative;{'neg': 0.486, 'neu': 0.514, 'pos': 0.0, 'compound': -0.4278}
ID-408;positive;{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.6124}
ID-409;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-410;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-411;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-412;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
