ID	Gold	Pred	Text
ID-35 	anger	noEmo	Driver hands him the camera.
ID-36 	anger	noEmo	DRIVER You gonna be alright?
ID-37 	anger	noEmo	BACKPACK I'll be better than that.
ID-38 	anger	noEmo	(I'll be who I am.)
ID-39 	anger	fear	As Backpack exits the frame, we SLOWLY ZOOM past the concerned face of the driver onto the loose change, the comb, and the watch on the dash.
ID-40 	anger	noEmo	3.
ID-41 	anger	noEmo	Throughout the ZOOM, the SOUND of FOOTSTEPS CRUNCHING THE SNOW, FADE into the distance.
ID-42 	anger	trust	BACK TO:  ORIGINAL WIDE-SHOT:  We see the small form of the truck and the smaller form of the Backpacker walking away from the truck until the Backpacker has exited the frame.
ID-43 	anger	trust	The truck takes a BEAT, turns around in the snow, and accelerates back into the direction from which it came.
ID-44 	anger	trust	As the truck exits frame, we -  DISSOLVE TO:   2   EXT.
ID-45 	anger	noEmo	COMMENCEMENT GROUNDS, EMORY UNIVERSITY, ATLANTA -         2 DAY  SUPER: May 1990  The crowd of family and friends, and of course, students.
ID-46 	anger	noEmo	Assembled on fold-out chairs.
ID-47 	anger	noEmo	The broad lawn.
ID-48 	anger	noEmo	INTERCUT: CHRIS MCCANDLESS.
ID-49 	anger	trust	We don't see his face, just feet pounding the pavement at an increasing pace.
ID-50 	anger	noEmo	One by one the names of graduates announced.
ID-51 	anger	mixedEmo	Their bright young faces, capped heads, and gowns, glide up to the podium to accept their diplomas.
ID-52 	anger	mixedEmo	INTERCUT: Chris, on his run, sweatshirt hood over head.
ID-53 	anger	sadness	Amongst assembled crowd and family we find: THE MCCANDLESS': BILLIE, mid to late forties with dark striking eyes
ID-54 	anger	noEmo	They look around, looking for Chris, he's nowhere in sight.
ID-55 	anger	noEmo	INTERCUT: Chris, in a shower (PHOTO-SONICS) He TURNS INTO CAMERA, the water streaming down his face.
ID-56 	anger	mixedEmo	From the announcement podium comes the name of their son and brother, CHRISTOPHER JOHNSON MCCANDLESS.
ID-57 	anger	mixedEmo	The McCandless family increasingly panicked over Chris' absence, when almost magically, he appears in full cap and gown.
ID-58 	anger	noEmo	4.
ID-59 	anger	mixedEmo	"""Disregarding the steps that lead up to the podium platform, the small-framed but athletic CHRIS MCCANDLESS leaps jubilantly onto the stage in a single bound, frightening Billie, a little wince from Walt, and Carine """"That's our Chris."""""""
ID-60 	anger	noEmo	And just as quickly as Chris has been handed his diploma, he civilly descends the platform steps.
ID-61 	anger	mixedEmo	TIME CUT:  SLO-MO: A ballet of graduation caps float upward into a frame of blue sky.
ID-62 	anger	noEmo	We HEAR Chris' voice OVER this image as we intermittently cut away from the caps against the sky to focus on his parents.
ID-63 	anger	mixedEmo	(HIGH ANGLE: floating caps in FOREGROUND, Walt and Billie delight upon the caps.)
ID-64 	anger	joy	An outer glee in sharp contrast to voice over:  CHRIS (V.O.)
ID-65 	anger	trust	I see them standing at the formal gates of their colleges, I see my father strolling out under the ochre sandstone arch, the red tiles glinting like bent plates of blood behind his head, I see my mother with a few light books at her hip standing at the pillar made of tiny bricks with the wrought-iron gate still open behind her, its sword-tips black in the May air, they are about to graduate, they are about to get married, they are kids, they are dumb, all they know is they are innocent, they would never hurt anybody.
ID-66 	anger	mixedEmo	I want to go up to them and say Stop, don't do it--she's the wrong woman, he's the wrong man, you are going to do things you cannot imagine you would ever do, you are going to do bad things to children, you are going to suffer in ways you never heard of, you are going to want to die.
ID-67 	anger	anticipation	I want to go up to them there in the late May sunlight and say it, her hungry pretty blank face turning to me, (MORE)  5.
ID-68 	anger	noEmo	CHRIS (V.O.)
ID-69 	anger	joy	(CONT'D) her pitiful beautiful untouched body, his arrogant handsome blind face turning to me, his pitiful beautiful untouched body, but I don't do it.
ID-70 	anger	noEmo	I want to live.
ID-71 	anger	anger	I take them up like the male and female paper dolls and bang them together at the hips like chips of flint as if to strike sparks from them, I say...
ID-72 	anger	mixedEmo	The last graduation cap falls out of the `blue sky' frame, and into...  CUT TO:   3   INT.
ID-73 	anger	mixedEmo	ATLANTA RESTAURANT - LATER                                3 (Graduation ceremony wardrobe)  Walt and Billie sit at a table.
ID-74 	anger	noEmo	A Cadillac can be seen through the window (ATLANTA LANDMARK), parked beside the restaurant.
ID-75 	anger	noEmo	BILLIE Here they are.
ID-76 	anger	anticipation	Walt looks out the window and sees Chris drive up in his old yellow Datsun with Carine in the passenger seat beside him, and pulls up to the space beside the Cadillac.
ID-77 	anger	noEmo	4   INT.
ID-78 	anger	noEmo	DATSUN                                                    4  Chris is holding a book from which he reads aloud the LAST LINE OF THE POEM... CHRIS I say...Do what you are going to do, and I will tell about it.
ID-79 	anger	noEmo	CARINE Who wrote that?
ID-80 	anger	noEmo	CHRIS Well, it could've been either one of us, couldn't it?
ID-81 	anger	noEmo	He hands a book of Sharon Olds' poetry to her.
ID-82 	anger	noEmo	CHRIS (CONT'D) There's a lot of great poems in there.
ID-83 	anger	noEmo	6.
ID-84 	anger	trust	CARINE Thanks, big brother.
ID-85 	anger	noEmo	They exit the car and frame.
ID-86 	anger	noEmo	5   INT.
ID-87 	anger	noEmo	ATLANTA RESTAURANT - SAME                                5  Chris and Carine join Walt and Billie at the table.
ID-88 	anger	mixedEmo	Billie gets up and gives Chris a big hug.
ID-89 	anger	mixedEmo	BILLIE You scared the daylights out of me, jumping on to that stage, oh my god.
ID-90 	anger	noEmo	Chris gives Carine a look.
ID-91 	anger	noEmo	Walt extends his hand to Chris.
ID-92 	anger	noEmo	WALT Congratulations, son.
ID-93 	anger	noEmo	They all sit and pick up menus.
ID-94 	anger	noEmo	CHRIS I'm starving.
ID-95 	anger	noEmo	TIME CUT:   6   INT.
ID-96 	anger	noEmo	ATLANTA RESTAURANT - LATER                               6  The foods on the table.
ID-97 	anger	noEmo	Chris is devouring a steak.
ID-98 	anger	mixedEmo	CHRIS My grades are gonna be good enough, I think, to get into Harvard Law.
ID-99 	anger	mixedEmo	WALT That's a big deal.
ID-100 	anger	noEmo	What do you have left in your college fund?
ID-101 	anger	mixedEmo	CHRIS It's an inheritance, dad.
ID-102 	anger	noEmo	I've only been spending it as a college fund...Exactly twenty-four thousand five hundred dollars and sixty-eight cents.
ID-103 	anger	noEmo	BILLIE That's very specific.
ID-104 	anger	trust	CHRIS I had to go to the bank this morning.
ID-105 	anger	noEmo	7.
ID-106 	anger	noEmo	WALT Well, we'll certainly contribute the balance for Harvard.
ID-107 	anger	noEmo	CHRIS Yeah.
ID-108 	anger	noEmo	I've got to figure out what I'm going to do.
ID-109 	anger	noEmo	I got a lot of things to pack and organize here first.
ID-110 	anger	mixedEmo	BILLIE I'm so glad you're getting out of that place you're living.
ID-111 	anger	noEmo	It was so much nicer when you lived on campus.
ID-112 	anger	fear	WALT You'll come to Annandale before you disappear on us, won't you?
ID-113 	anger	noEmo	CHRIS (reluctantly) Sure, I will.
ID-114 	anger	noEmo	Carine's not so sure.
ID-115 	anger	mixedEmo	BILLIE You promise?
ID-116 	anger	noEmo	CHRIS (whining) Mom.
ID-117 	anger	trust	BILLIE Well, your father and I want to make a present to you.
ID-118 	anger	noEmo	WALT We want to get you out of that junker.
ID-119 	anger	noEmo	CHRIS What's a junker?
ID-120 	anger	noEmo	Walt points outside to the Datsun.
ID-121 	anger	noEmo	CHRIS (CONT'D) The Datsun?
ID-122 	anger	noEmo	WALT Yes.
ID-123 	anger	noEmo	We want to get you a new car.
ID-124 	anger	noEmo	CHRIS (appalled) A new car?
ID-125 	anger	mixedEmo	Why the hell would I want a new car?
ID-126 	anger	noEmo	The Datsun runs great.
ID-127 	anger	noEmo	(MORE)  8.
ID-128 	anger	mixedEmo	CHRIS (CONT'D) (Mocking the Cadillac) Do you think I want some fancy boat?
ID-129 	anger	sadness	Or are you worried about what the neighbors might think?
ID-130 	anger	noEmo	BILLIE We weren't going to get you a Cadillac, Chris.
ID-131 	anger	mixedEmo	Just a nice new car that's safe to drive.
ID-132 	anger	surprise	You don't know when that thing's just going to suddenly blow up.
ID-133 	anger	noEmo	CHRIS Blow up?
ID-134 	anger	noEmo	Blow up?!
ID-135 	anger	mixedEmo	Are you guys crazy?
ID-136 	anger	noEmo	It's a great car.
ID-137 	anger	noEmo	I don't need a new car.
ID-138 	anger	noEmo	I don't want a new car.
ID-139 	anger	noEmo	I don't want anything.
ID-140 	anger	noEmo	Thing, thing, thing.
ID-141 	anger	noEmo	Under the table, Carine jabs Chris' leg.
ID-142 	anger	noEmo	Chris returning to polite -  CHRIS (CONT'D) But, thanks anyway.
ID-143 	anger	fear	WALT Everything's gotta be difficult.
ID-144 	anger	noEmo	CHRIS I said thank you.
ID-145 	anger	noEmo	I just don't want anything.
ID-146 	anger	noEmo	The group returns to some superficial calm.
ID-147 	anger	noEmo	CARINE I wouldn't say no to a new car.
ID-148 	anger	noEmo	CHRIS (mumbling a rib) Ivana Trump McCandless.
ID-149 	anger	joy	CARINE (laughing it off) Shut up, Chris.
ID-150 	anger	mixedEmo	(to her parents, seriously) Seriously, I'll pay you back.
ID-151 	anger	noEmo	CUT TO:   7   INT.
ID-152 	anger	trust	OFF-CAMPUS ROOMING HOUSE, SECOND-FLOOR, ATLANTA -         7 DAY  OVER Chris' shoulder, he frisbees his graduation cap from the upstairs window to his parents parting Cadillac on the street.
ID-153 	anger	noEmo	9.
ID-154 	anger	mixedEmo	As they wave goodbye, Carine catches the cap from the backseat window.
ID-155 	anger	trust	And with a parting smile to her brother, she poses with it on her own head.
ID-156 	anger	noEmo	Chris smiles and waves goodbye.
ID-157 	anger	trust	As the Cadillac drifts away, his smile disappears into something other than sadness.
ID-158 	anger	noEmo	TIME CUT:   8   INT.
ID-159 	anger	sadness	"""OFF-CAMPUS ROOMING HOUSE - NIGHT                         8  In a warm ambient light, we SEE a black and white poster on a barren wall: Poncho-clad Clint Eastwood from """"The Good, The Bad, And The Ugly."""""""
ID-160 	anger	noEmo	We TILT DOWN a stack of books sitting on the floor - Tolstoy, Stegner, Thoreau, Jack London, and Pasternak.
ID-161 	anger	noEmo	Beside them, a camper's backpack.
ID-162	disgust	noEmo	Chris sits in introspection at his desk by candlelight.
ID-163	disgust	trust	The room is spare, supporting his monkish lifestyle.
ID-164	disgust	trust	But on the desk before him, he counts out $500.68 from a bank envelope.
ID-165	disgust	mixedEmo	He pockets those bills and change, then removes a check for $24,000 made out to OXFAM America from the same bank envelope.
ID-166	disgust	noEmo	He scribbles a note: These are all my savings.
ID-167	disgust	noEmo	Feed someone with it.
ID-168	disgust	noEmo	Signed, Chris McCandless.
ID-169	disgust	noEmo	He then slides the note and the check into a pre-addressed Oxford Famine Relief Fund (in Boston) envelope.
ID-170	disgust	noEmo	He pulls his wallet from his back pocket.
ID-171	disgust	noEmo	Pulls all the cards and pictures from its sleeves.
ID-172	disgust	mixedEmo	Considering each, he flicks them into a trash bin, one by one.
ID-173	disgust	anticipation	Finally coming to his social security card, he holds it to the candles flame.
ID-174	disgust	noEmo	As the flame burns bright we - DISSOLVE TO:   9   EXT.
ID-175	disgust	mixedEmo	ATLANTA HIGHWAY - SUNRISE'                               9  MUSIC (Gordon Peterson's BIG HARD SUN or as radio source Tom Petty's FREE FALLING) rises and PRESENTATION TITLES OVER:  A 1982 DATSUN B210 emerges from the rising sun as the car heads west out of Atlanta.
ID-176	disgust	noEmo	(HIGHWAY 20 TO 78 TO 40)  PRESENTATION TITLES and MUSIC carry OVER:  9A.
ID-177	disgust	mixedEmo	MONTAGE: We travel with Chris and his Datsun through the towns and open highways, landscapes and landmarks, days and nights, that lead to the Mojave desert in the West.
ID-178	disgust	noEmo	10.
ID-179	disgust	noEmo	(In contrast to his introspection of the previous night, Chris is buoyant throughout this sequence.)
ID-180	disgust	noEmo	10   EXT.
ID-181	disgust	mixedEmo	DESERT, SOMEWHERE BETWEEN KINGMAN, ARIZONA AND LAS     10 VEGAS, NEVADA - SUNSET  (CRANE SHOT) We see Chris stop the Datsun in the middle of the desert road.
ID-182	disgust	noEmo	We (CRANE?)
ID-183	disgust	noEmo	DOWN to a close-up through the windshield.
ID-184	disgust	noEmo	Chris looks left.
ID-185	disgust	noEmo	Then, right.
ID-186	disgust	mixedEmo	Into the rearview mirror, and suddenly turns the wheel, veering the Datsun off the paved highway into the vast desert.
ID-187	disgust	anticipation	As we CRANE back UP, the Datsun moves into the horizon.
ID-188	disgust	noEmo	END PRESENTATION TITLES.
ID-189	disgust	noEmo	FADE MUSIC   11   EXT.
ID-190	disgust	mixedEmo	DETRITAL WASH - TWILIGHT                               11  ANGLE: WEST-FACING  The Datsun sits in the magical pastel twilight just before darkness slides over the desert.
ID-191	disgust	noEmo	It is positioned at the foot of a wash wall that edges the soup bowl.
ID-192	disgust	disgust	ANGLE: EAST-FACING  The Datsun, a yellow speck in the frame.
ID-193	disgust	noEmo	Coyotes yap at the moon.
ID-375 	anger	noEmo	19.
ID-376 	anger	noEmo	CARINE (V.O.)
ID-377 	anger	noEmo	"""When they arrived at the apartment, there was a """"For Rent"""" sign in his window, and the manager told my parents that Chris had moved out at the end of June."""
ID-378 	anger	noEmo	24   EXT.
ID-379 	anger	noEmo	OFF-CAMPUS ROOMING HOUSE, ATLANTA - DAY                24  We observe Walt and Billie chatting with Chris' apartment manager.
ID-380 	anger	noEmo	CARINE (V.O.)
ID-381 	anger	noEmo	When they got home, I had to hand them all the letters they had sent Chris that summer which had been returned in a bundle.
ID-382 	anger	noEmo	25   INT.
ID-383 	anger	noEmo	"""MCCANDLESS HOME, ANNANDALE                             25  The bundle of letters are splayed out on the kitchen table - """"Return to Sender"""" stamps visible."""
ID-194	disgust	mixedEmo	Other than that, no sound on the desert floor.
ID-195	disgust	mixedEmo	In the distance, voluptuous cumulonimbus clouds boil upward catching the last rosy glow of the west-setting sun over the rim of the upper Detrital watershed.
ID-196	disgust	mixedEmo	We see strobe bursts of lightning followed by muffled thunder illuminating the thunder clouds from within.
ID-197	disgust	noEmo	Short SERIES OF ANGLES as we MOVE IN on the distant gullies and ravines, starting to run with copious amounts of water.
ID-198	disgust	noEmo	12   INT.
ID-199	disgust	noEmo	DATSUN - NIGHT                                         12  Chris McCandless, in the same clothes he had been in back in the rooming house, sleeps in the back seat of the Datsun.
ID-200	disgust	noEmo	His head supported by his backpack.
ID-201	disgust	noEmo	We begin to HEAR a rumble.
ID-202	disgust	noEmo	But this rumble is not thunder.
ID-203	disgust	mixedEmo	It rapidly builds into an alarming ROAR.
ID-204	disgust	trust	The roar grows to a deafening level.
ID-205	disgust	noEmo	Chris awakens.
ID-206	disgust	noEmo	11.
ID-207	disgust	mixedEmo	As he peeks up from the backseat looking forward through the windshield, he just barely catches sight of the leading edge of a flash flood.
ID-208	disgust	disgust	A four-foot high wall of water, mud and debris makes impact with the Datsun, momentarily enveloping it in water.
ID-209	disgust	fear	Suddenly the car is SLAMMED against the cliff.
ID-210	disgust	noEmo	CRACK!
ID-211	disgust	trust	Chris sits upright, disoriented.
ID-212	disgust	fear	POV: As far as the eye can see in the desert moonlight, water has taken over the desert with a flash flood.
ID-213	disgust	fear	However, there's no panic in Chris' face as we observe him past a new crack in the wet windshield.
ID-214	disgust	mixedEmo	The water, while violent seems to have topped off just above the wheels.
ID-215	disgust	mixedEmo	Chris gets a slight smile on his face, as the car settles into its new position below the cliff.
ID-216	disgust	noEmo	He returns to sleep.
ID-217	disgust	noEmo	CUT TO:   13   EXT.
ID-218	disgust	mixedEmo	DESERT - DAY                                          13  What remains of Chris' travelling money burns in a pile beside the Datsun on the sun-lit but muddy desert floor.
ID-219	disgust	anticipation	We follow a very long set of footprints (CAMERA TRACKING/TRUE VERTICAL) away from the burning cash through the mud, finally tilting up to the footprint maker, Chris.
ID-220	disgust	trust	Slogging toward high ground.
ID-221	disgust	mixedEmo	WIDE-SHOT: We see the abandoned Datsun nearly a mile behind Chris as he walks toward us wearing his backpack.
ID-222	disgust	mixedEmo	He comes very close to camera (only a day or two's stubble on his face) and as we PAN him 180, we see as much wilderness before us as we did behind.
ID-223	disgust	noEmo	REPRISE MUSIC OVER MAIN TITLE:  (INTO THE WILD) Chris walks into the distance.
ID-224	disgust	noEmo	COMPLETE AND END MAIN TITLES.
ID-225	disgust	noEmo	CUT TO:   14   INT.
ID-226	disgust	noEmo	COLLEGE BUILDING                                      14  SHAKY HAND-HELD HOME VIDEO IMAGE (4 YEARS EARLIER):  12.
ID-227	disgust	noEmo	Chris McCandless speaking to camera holds a microphone in a shadowy room, doing his Geraldo Rivera.
ID-228	disgust	noEmo	It's tongue-in- cheek at best.
ID-229	disgust	noEmo	CHRIS This is Emory University freshman Chris McCandless reporting from the vault at Thompson Hall.
ID-230	disgust	trust	He indicates a hatchway in the floor leading to a brightly lit corridor below.
ID-231	disgust	noEmo	CHRIS (CONT'D) We have just dynamited the hatchway and are the first human beings to step foot into this vault in over a hundred years.
ID-232	disgust	mixedEmo	Somewhere in here lies the secret of the great beast within us all.
ID-233	disgust	mixedEmo	A beast built on lies, corruption, and greed.
ID-234	disgust	noEmo	We HEAR a GROWLING SOUND from behind Chris.
ID-235	disgust	noEmo	CHRIS (CONT'D) And there it is!
ID-236	disgust	mixedEmo	The legendary beast Mocra.
ID-237	disgust	mixedEmo	CAMERA quickly PANS to a blanket-wrapped, crawling FELLOW STUDENT in a grotesque Halloween mask.
ID-384	disgust	noEmo	CARINE (V.O.)
ID-385	disgust	noEmo	Chris had instructed the post office to hold them until August 1st so that mom and dad wouldn't know that anything was up.
ID-386	disgust	noEmo	Some part of me understood what he had done.
ID-387	disgust	mixedEmo	That he had spent the previous four years fulfilling an absurd and onerous duty in graduating from college.
ID-388	disgust	mixedEmo	We return to the image of Carine sitting on her bed as she plops on Chris' old graduation cap.
ID-389	disgust	noEmo	We slowly ZOOM IN on her throughout the remaining V.O.
ID-390	disgust	noEmo	CARINE (V.O.)
ID-391	disgust	noEmo	(CONT'D) And now, at last he was unincumbered.
ID-392	disgust	noEmo	Emancipated from the stifling world of parents and peers.
ID-393	disgust	noEmo	Abstraction, security, and material excess.
ID-394	disgust	trust	Those things that cut Chris off from the raw truth of his existence.
ID-395	disgust	mixedEmo	I only hoped he was safe...and I missed him.
ID-396	disgust	noEmo	CUT TO:   26   EXT.
ID-397	disgust	noEmo	SIERRA NEVADA MOUNTAINS (LAKE TAHOE AREA) - DAY        26  20.
ID-398	disgust	noEmo	HELICOPTER SHOT: (MUSIC OVER: PHILIP GLASS) WE FIND CHRIS MAKING HIS STRIDES THROUGH PINES AND PEAKS, IN AWE OF THE SCALE AND POWER OF THIS LANDSCAPE.
ID-399	disgust	noEmo	TRACKING SHOT (GROUND LEVEL): CLOSE ON Chris, surrounded by a summit grove embraced in its nature.
ID-400	disgust	disgust	ANGLE: A DEER drinking from a creek, pops its head up between trees and scrub, watching the alien human pass.
ID-401	disgust	mixedEmo	An EAGLE soars above (perhaps it was this POV represented in our helicopter shot)  WATER babbling in a mountain creek.
ID-402	disgust	noEmo	VARIOUS WILDLIFE SHOTS  ANGLE: Chris -   In his eyes we see the landscape inject itself.
ID-403	disgust	noEmo	CUT TO:   27   EXT.
ID-404	disgust	noEmo	CAMPSITE, PACIFIC CREST TRAIL - SUNSET                 27  SEQUENCE: Chris makes camp beside a stream pulling a sack of rice from his backpack and cooking it.
ID-405	disgust	noEmo	28   EXT.
ID-406	disgust	noEmo	"""CAMPSITE, PACIFIC CREST TRAIL - NIGHT                  28  Wrapped in his own """"The Good, The Bad, And The Ugly"""" poncho, Chris eats rice while crouched beside a campfire reading from Jack London's White Fang."""
ID-407	disgust	noEmo	CUT TO:  29   EXT.
ID-408	disgust	joy	PACIFIC CREST TRAIL - FURTHER NORTH - DAY              29  Chris is on the move north through the gorgeous landscape of the Sierras, humming as he walks, when he comes upon a sign on the trail: PERMIT CAMPING IN DESIGNATED CAMPGROUNDS ONLY.
ID-409	disgust	mixedEmo	Chris bows to the sign as one would to speak to a small child.
ID-410	disgust	noEmo	CHRIS (singing) Sign, sign.
ID-411	disgust	noEmo	Everywhere a sign.
ID-412	disgust	noEmo	Fuckin' up the scenery, breakin' my mind.
ID-413	disgust	noEmo	(MORE)  21.
ID-414	disgust	noEmo	CHRIS (CONT'D) Do this.
ID-415	disgust	noEmo	Don't do that.
ID-416	disgust	noEmo	Can't you read the sign?
ID-417	disgust	noEmo	And then, very impulsively, he karate kicks the sign off its post into a log collapsing into ---  CUT TO:   30   OMITTED                                                     30   31   EXT.
ID-418	disgust	noEmo	CAMPSITE II, PACIFIC CREST TRAIL - NIGHT               31  A burning log collapses in Chris' campfire, reduced to glowing embers.
ID-419	disgust	noEmo	32   INT.
ID-420	disgust	noEmo	TENT                                                   32  Chris is awakened by the SOUND of TWIGS SNAPPING in a nearby thicket.
ID-421	disgust	noEmo	He quickly grabs a knife from his backpack, unzips six inches of the tent door open.
ID-422	disgust	noEmo	We see his eyes peering out.
ID-423	disgust	noEmo	The CRACKLING moves closer.
ID-424	disgust	noEmo	His grip on the knife tightens.
ID-425	disgust	mixedEmo	Suddenly a hot white light hits his face.
ID-426	disgust	noEmo	And a VOICE comes from behind the light.
ID-427	disgust	noEmo	FOREST RANGER U.S. Forestry.
ID-428	disgust	noEmo	Could you step out of the tent please?
ID-429	disgust	noEmo	Now we see the FOREST RANGER appear from the thicket.
ID-430	disgust	noEmo	Chris exits the tent, catching himself holding the knife.
ID-431	disgust	trust	CHRIS (as he drops the knife to the ground) Sorry.
ID-432	disgust	mixedEmo	I thought you were a bear.
ID-433	disgust	mixedEmo	FOREST RANGER (approaching) I don't blame you.
ID-434	disgust	noEmo	You're less than a hundred yards from the nearest den.
ID-435	disgust	noEmo	That's why I came over here to talk to you.
ID-436	disgust	noEmo	Do you have some identification?
ID-437	disgust	noEmo	22.
ID-438	disgust	noEmo	CHRIS No.
ID-439	disgust	noEmo	I'm sorry.
ID-440	disgust	noEmo	My name's Alex.
ID-441	disgust	noEmo	I've been travelling a lot and I got robbed and my identification was taken.
ID-442	disgust	noEmo	FOREST RANGER You mind if I take a look in your tent?
ID-443	disgust	noEmo	CHRIS Go ahead.
ID-444	disgust	noEmo	The Forest Ranger bends over.
ID-445	disgust	noEmo	Pops his flashlight through the tent door and peers around a bit before re- addressing Chris.
ID-446	disgust	noEmo	FOREST RANGER You're not the character who knocked down our sign, are ya?
ID-447	disgust	noEmo	CHRIS (giggles) No.
ID-448	disgust	noEmo	FOREST RANGER Because there was a sign indicating that camping was allowed by permit only.
ID-449	disgust	noEmo	CHRIS Well, I don't have a permit.
ID-450	disgust	noEmo	FOREST RANGER No, I'm sure you don't.
ID-451	disgust	mixedEmo	Listen, it looks like you've got your food secured pretty good, so I'm not gonna make you move on tonight.
ID-452	disgust	mixedEmo	But, these bears out here are nursing young and you know how that goes.
ID-453	disgust	anticipation	Next time, stop at the Rangers station and get yourself a permit.
ID-454	disgust	noEmo	CHRIS Alright.
ID-455	disgust	noEmo	I appreciate it.
ID-456	disgust	anticipation	I'm gonna be headed towards the coast tomorrow.
ID-457	disgust	noEmo	FOREST RANGER Be careful.
ID-458	disgust	noEmo	They shake hands and the Forest Ranger disappears into the thicket.
ID-459	disgust	noEmo	CUT TO:  23.
ID-460	disgust	noEmo	33    EXT.
ID-461	disgust	noEmo	THE NORTHERN CREST - DAY                              33  Chris descends the mountains where they meet the Redwoods.
ID-462	disgust	mixedEmo	Every perilous step creates a mini landslide down the hill
ID-463	disgust	fear	Chris stops briefly to observe an over-flying commercial airliner.
ID-464	disgust	mixedEmo	CHRIS (mocking imaginary conversation among passengers) Is that a man mommy?
ID-465	disgust	mixedEmo	That's no mere man, sweetheart.
ID-466	disgust	noEmo	That's Alexander SuperTramp!
ID-467	disgust	surprise	King of the wild frontier!
ID-468	disgust	mixedEmo	Chris briefly waves to the airplane above and continues his descent.
ID-469	disgust	noEmo	CUT TO:   34    OMITTED                                                    34   35    EXT.
ID-470	disgust	noEmo	HIGHWAY NEAR WILLOW CREEK (AUGUST 10, 1990)           35  A car slows to a stop.
ID-471	disgust	noEmo	36    INT./EXT.
ID-472	disgust	noEmo	CAR-HIGHWAY                                      36  DRIVER This is where I turn off.
ID-473	disgust	noEmo	CHRIS Alright man.
ID-474	disgust	noEmo	Thanks a lot.
ID-475	disgust	noEmo	Chris is dropped off.
ID-476	disgust	noEmo	The driver veers off the highway and into the distance.
ID-477	disgust	noEmo	Chris is left behind to hitch another ride.
ID-478	disgust	noEmo	36A   EXT.
ID-479	disgust	noEmo	HIGHWAY                                              36A  CAMERA is across the road from Chris as one by one cars pass him by.
ID-480	disgust	anticipation	He turns to move north by foot and we track with him, his back to oncoming traffic, he continues to hitchhike with an extended thumb.
ID-481	disgust	noEmo	Something catches his eye in the treeline beside the road.
ID-482	disgust	noEmo	24.
ID-483	disgust	mixedEmo	REVERSE: Chris, moving to the mysterious object.
ID-484	disgust	noEmo	As he lifts it, we see that it is a goofy looking straw hat.
ID-485	disgust	mixedEmo	He dusts it off, and snugs it onto his head, when a police car comes into frame and stops beside Chris.
ID-486	disgust	fear	With a quick blast of the siren, Chris turns to regard the police car.
ID-487	disgust	noEmo	The POLICEMAN gets out of the car and moves to Chris.
ID-488	disgust	noEmo	POLICEMAN How're you doin' this evening?
ID-489	disgust	noEmo	CHRIS (reluctantly) I'm alright.
ID-490	disgust	noEmo	What's the matter?
ID-491	disgust	mixedEmo	POLICEMAN You wanna put your backpack down on the hood of my car.
