ID;Pred;details
ID-40;pos;{'positive': 1, 'negative': 0}
ID-41;ntr;{'positive': 0, 'negative': 0}
ID-42;ntr;{'positive': 0, 'negative': 0}
ID-43;ntr;{'positive': 0, 'negative': 0}
ID-44;ntr;{'positive': 0, 'negative': 0}
ID-45;ntr;{'positive': 0, 'negative': 0}
ID-46;neg;{'negative': 1, 'positive': 0}
ID-47;ntr;{'positive': 0, 'negative': 0}
ID-48;ntr;{'positive': 0, 'negative': 0}
ID-49;ntr;{'positive': 0, 'negative': 0}
ID-50;neg;{'negative': 1, 'positive': 0}
ID-51;ntr;{'positive': 0, 'negative': 0}
ID-52;ntr;{'positive': 0, 'negative': 0}
ID-53;neg;{'negative': 1, 'positive': 0}
ID-54;neg;{'negative': 1, 'positive': 0}
ID-55;ntr;{'positive': 0, 'negative': 0}
ID-56;neg;{'negative': 1, 'positive': 0}
ID-57;ntr;{'positive': 0, 'negative': 0}
ID-58;ntr;{'positive': 0, 'negative': 0}
ID-59;neg;{'negative': 1, 'positive': 0}
ID-60;ntr;{'positive': 0, 'negative': 0}
ID-61;neg;{'negative': 1, 'positive': 0}
ID-62;neg;{'negative': 1, 'positive': 0}
ID-63;ntr;{'positive': 0, 'negative': 0}
ID-64;pos;{'positive': 1, 'negative': 0}
ID-65;neg;{'negative': 2, 'positive': 0}
ID-66;ntr;{'positive': 1, 'negative': 1}
ID-67;ntr;{'positive': 0, 'negative': 0}
ID-68;pos;{'positive': 2, 'negative': 0}
ID-69;ntr;{'positive': 0, 'negative': 0}
ID-70;ntr;{'positive': 1, 'negative': 1}
ID-71;pos;{'positive': 2, 'negative': 0}
ID-72;neg;{'negative': 2, 'positive': 1}
ID-73;ntr;{'positive': 0, 'negative': 0}
ID-74;pos;{'positive': 1, 'negative': 0}
ID-75;ntr;{'positive': 0, 'negative': 0}
ID-76;ntr;{'positive': 0, 'negative': 0}
ID-77;ntr;{'positive': 0, 'negative': 0}
ID-78;pos;{'positive': 1, 'negative': 0}
ID-79;pos;{'positive': 2, 'negative': 0}
ID-80;neg;{'negative': 2, 'positive': 1}
ID-81;ntr;{'positive': 0, 'negative': 0}
ID-82;ntr;{'positive': 0, 'negative': 0}
ID-83;pos;{'positive': 1, 'negative': 0}
ID-84;ntr;{'positive': 0, 'negative': 0}
ID-85;neg;{'negative': 1, 'positive': 0}
ID-86;pos;{'positive': 1, 'negative': 0}
ID-87;pos;{'positive': 1, 'negative': 0}
ID-88;ntr;{'positive': 1, 'negative': 1}
ID-89;pos;{'positive': 1, 'negative': 0}
ID-90;neg;{'negative': 1, 'positive': 0}
ID-91;ntr;{'positive': 0, 'negative': 0}
ID-92;ntr;{'positive': 0, 'negative': 0}
ID-93;ntr;{'positive': 0, 'negative': 0}
ID-94;ntr;{'positive': 0, 'negative': 0}
ID-95;ntr;{'positive': 1, 'negative': 1}
ID-96;neg;{'negative': 1, 'positive': 0}
ID-97;pos;{'positive': 1, 'negative': 0}
ID-98;ntr;{'positive': 0, 'negative': 0}
ID-99;ntr;{'positive': 0, 'negative': 0}
ID-100;neg;{'negative': 1, 'positive': 0}
ID-101;neg;{'negative': 1, 'positive': 0}
ID-102;ntr;{'positive': 0, 'negative': 0}
ID-103;ntr;{'positive': 0, 'negative': 0}
ID-104;ntr;{'positive': 0, 'negative': 0}
ID-105;ntr;{'positive': 0, 'negative': 0}
ID-106;neg;{'negative': 1, 'positive': 0}
ID-107;ntr;{'positive': 0, 'negative': 0}
ID-108;ntr;{'positive': 0, 'negative': 0}
ID-109;pos;{'positive': 2, 'negative': 0}
ID-110;ntr;{'positive': 0, 'negative': 0}
ID-111;neg;{'negative': 1, 'positive': 0}
ID-112;ntr;{'positive': 0, 'negative': 0}
ID-113;pos;{'positive': 1, 'negative': 0}
ID-114;ntr;{'positive': 0, 'negative': 0}
ID-115;ntr;{'positive': 1, 'negative': 1}
ID-116;ntr;{'positive': 0, 'negative': 0}
ID-117;pos;{'positive': 1, 'negative': 0}
ID-118;pos;{'positive': 1, 'negative': 0}
ID-119;neg;{'negative': 1, 'positive': 0}
ID-120;pos;{'positive': 2, 'negative': 1}
ID-121;neg;{'negative': 2, 'positive': 0}
ID-122;ntr;{'positive': 1, 'negative': 1}
ID-123;ntr;{'positive': 0, 'negative': 0}
ID-124;ntr;{'positive': 0, 'negative': 0}
ID-125;pos;{'positive': 1, 'negative': 0}
ID-126;neg;{'negative': 2, 'positive': 1}
ID-127;ntr;{'positive': 0, 'negative': 0}
ID-128;ntr;{'positive': 0, 'negative': 0}
ID-129;neg;{'negative': 1, 'positive': 0}
ID-130;ntr;{'positive': 1, 'negative': 1}
ID-131;pos;{'positive': 1, 'negative': 0}
ID-132;pos;{'positive': 2, 'negative': 0}
ID-133;neg;{'negative': 1, 'positive': 0}
ID-134;neg;{'negative': 1, 'positive': 0}
ID-135;neg;{'negative': 1, 'positive': 0}
ID-136;ntr;{'positive': 0, 'negative': 0}
ID-137;ntr;{'positive': 0, 'negative': 0}
ID-138;pos;{'positive': 1, 'negative': 0}
ID-139;ntr;{'positive': 0, 'negative': 0}
ID-140;neg;{'negative': 2, 'positive': 0}
ID-141;neg;{'negative': 1, 'positive': 0}
ID-142;neg;{'negative': 1, 'positive': 0}
ID-143;neg;{'negative': 1, 'positive': 0}
ID-144;ntr;{'positive': 0, 'negative': 0}
ID-145;neg;{'negative': 1, 'positive': 0}
ID-146;ntr;{'positive': 0, 'negative': 0}
ID-147;neg;{'negative': 1, 'positive': 0}
ID-148;pos;{'positive': 1, 'negative': 0}
ID-149;ntr;{'positive': 0, 'negative': 0}
ID-150;ntr;{'positive': 0, 'negative': 0}
ID-151;ntr;{'positive': 0, 'negative': 0}
ID-152;pos;{'positive': 1, 'negative': 0}
ID-153;pos;{'positive': 1, 'negative': 0}
ID-154;pos;{'positive': 1, 'negative': 0}
ID-155;neg;{'negative': 1, 'positive': 0}
ID-156;pos;{'positive': 2, 'negative': 0}
ID-157;pos;{'positive': 2, 'negative': 0}
ID-158;pos;{'positive': 2, 'negative': 0}
ID-159;neg;{'negative': 1, 'positive': 0}
ID-160;pos;{'positive': 1, 'negative': 0}
ID-161;pos;{'positive': 2, 'negative': 0}
ID-162;ntr;{'positive': 0, 'negative': 0}
ID-163;pos;{'positive': 1, 'negative': 0}
ID-164;ntr;{'positive': 0, 'negative': 0}
ID-165;ntr;{'positive': 0, 'negative': 0}
ID-166;ntr;{'positive': 0, 'negative': 0}
ID-167;ntr;{'positive': 0, 'negative': 0}
ID-168;ntr;{'positive': 0, 'negative': 0}
ID-169;neg;{'negative': 1, 'positive': 0}
ID-170;ntr;{'positive': 0, 'negative': 0}
ID-171;neg;{'negative': 2, 'positive': 0}
ID-172;neg;{'negative': 3, 'positive': 0}
ID-173;neg;{'negative': 1, 'positive': 0}
ID-174;ntr;{'positive': 0, 'negative': 0}
ID-175;ntr;{'positive': 0, 'negative': 0}
ID-176;neg;{'negative': 1, 'positive': 0}
ID-177;ntr;{'positive': 0, 'negative': 0}
ID-178;neg;{'negative': 2, 'positive': 0}
ID-179;neg;{'negative': 3, 'positive': 0}
ID-180;neg;{'negative': 1, 'positive': 0}
ID-181;ntr;{'positive': 0, 'negative': 0}
ID-182;neg;{'negative': 2, 'positive': 0}
ID-183;ntr;{'positive': 0, 'negative': 0}
ID-184;neg;{'negative': 2, 'positive': 1}
ID-185;pos;{'positive': 1, 'negative': 0}
ID-186;neg;{'negative': 2, 'positive': 0}
ID-187;ntr;{'positive': 0, 'negative': 0}
ID-188;ntr;{'positive': 0, 'negative': 0}
ID-189;ntr;{'positive': 0, 'negative': 0}
ID-190;pos;{'positive': 2, 'negative': 0}
ID-191;pos;{'positive': 1, 'negative': 0}
ID-192;pos;{'positive': 2, 'negative': 1}
ID-193;ntr;{'positive': 0, 'negative': 0}
ID-194;ntr;{'positive': 0, 'negative': 0}
ID-195;ntr;{'positive': 0, 'negative': 0}
ID-196;ntr;{'positive': 0, 'negative': 0}
ID-197;ntr;{'positive': 0, 'negative': 0}
ID-198;neg;{'negative': 1, 'positive': 0}
ID-199;ntr;{'positive': 0, 'negative': 0}
ID-200;ntr;{'positive': 0, 'negative': 0}
ID-201;ntr;{'positive': 1, 'negative': 1}
ID-202;ntr;{'positive': 0, 'negative': 0}
ID-203;ntr;{'positive': 0, 'negative': 0}
ID-204;ntr;{'positive': 0, 'negative': 0}
ID-205;ntr;{'positive': 0, 'negative': 0}
ID-206;neg;{'negative': 1, 'positive': 0}
ID-207;pos;{'positive': 2, 'negative': 0}
ID-208;ntr;{'positive': 0, 'negative': 0}
ID-209;pos;{'positive': 1, 'negative': 0}
ID-210;ntr;{'positive': 0, 'negative': 0}
ID-211;ntr;{'positive': 0, 'negative': 0}
ID-212;neg;{'negative': 1, 'positive': 0}
ID-213;ntr;{'positive': 0, 'negative': 0}
ID-214;ntr;{'positive': 0, 'negative': 0}
ID-215;ntr;{'positive': 0, 'negative': 0}
ID-216;pos;{'positive': 1, 'negative': 0}
ID-217;ntr;{'positive': 0, 'negative': 0}
ID-218;ntr;{'positive': 0, 'negative': 0}
ID-219;neg;{'negative': 1, 'positive': 0}
ID-220;neg;{'negative': 2, 'positive': 0}
ID-221;ntr;{'positive': 0, 'negative': 0}
ID-222;pos;{'positive': 1, 'negative': 0}
ID-223;ntr;{'positive': 0, 'negative': 0}
ID-224;ntr;{'positive': 0, 'negative': 0}
ID-225;ntr;{'positive': 0, 'negative': 0}
ID-226;ntr;{'positive': 0, 'negative': 0}
ID-227;ntr;{'positive': 0, 'negative': 0}
ID-228;pos;{'positive': 1, 'negative': 0}
ID-229;ntr;{'positive': 0, 'negative': 0}
ID-230;neg;{'negative': 1, 'positive': 0}
ID-231;ntr;{'positive': 0, 'negative': 0}
ID-232;ntr;{'positive': 0, 'negative': 0}
ID-233;pos;{'positive': 1, 'negative': 0}
ID-234;ntr;{'positive': 0, 'negative': 0}
ID-235;ntr;{'positive': 0, 'negative': 0}
ID-236;ntr;{'positive': 0, 'negative': 0}
ID-237;ntr;{'positive': 0, 'negative': 0}
ID-238;neg;{'negative': 1, 'positive': 0}
ID-239;ntr;{'positive': 0, 'negative': 0}
ID-240;ntr;{'positive': 0, 'negative': 0}
ID-241;ntr;{'positive': 0, 'negative': 0}
ID-242;ntr;{'positive': 0, 'negative': 0}
ID-243;ntr;{'positive': 0, 'negative': 0}
ID-244;neg;{'negative': 1, 'positive': 0}
ID-245;neg;{'negative': 2, 'positive': 0}
ID-246;pos;{'positive': 1, 'negative': 0}
ID-247;ntr;{'positive': 0, 'negative': 0}
ID-248;pos;{'positive': 1, 'negative': 0}
ID-249;ntr;{'positive': 0, 'negative': 0}
ID-250;pos;{'positive': 1, 'negative': 0}
ID-251;ntr;{'positive': 0, 'negative': 0}
ID-252;ntr;{'positive': 0, 'negative': 0}
ID-253;ntr;{'positive': 0, 'negative': 0}
ID-254;ntr;{'positive': 0, 'negative': 0}
ID-255;ntr;{'positive': 0, 'negative': 0}
ID-256;ntr;{'positive': 0, 'negative': 0}
ID-257;pos;{'positive': 1, 'negative': 0}
ID-258;ntr;{'positive': 0, 'negative': 0}
ID-259;pos;{'positive': 1, 'negative': 0}
ID-260;pos;{'positive': 1, 'negative': 0}
ID-261;ntr;{'positive': 0, 'negative': 0}
ID-262;neg;{'negative': 1, 'positive': 0}
ID-263;ntr;{'positive': 0, 'negative': 0}
ID-264;pos;{'positive': 1, 'negative': 0}
ID-265;ntr;{'positive': 0, 'negative': 0}
ID-266;ntr;{'positive': 0, 'negative': 0}
ID-267;ntr;{'positive': 0, 'negative': 0}
ID-268;ntr;{'positive': 0, 'negative': 0}
ID-269;neg;{'negative': 1, 'positive': 0}
ID-270;neg;{'negative': 1, 'positive': 0}
ID-271;neg;{'negative': 1, 'positive': 0}
ID-272;ntr;{'positive': 0, 'negative': 0}
ID-273;ntr;{'positive': 0, 'negative': 0}
ID-274;ntr;{'positive': 1, 'negative': 1}
ID-275;neg;{'negative': 1, 'positive': 0}
ID-276;pos;{'positive': 1, 'negative': 0}
ID-277;ntr;{'positive': 0, 'negative': 0}
ID-278;neg;{'negative': 1, 'positive': 0}
ID-279;ntr;{'positive': 0, 'negative': 0}
ID-280;neg;{'negative': 1, 'positive': 0}
ID-281;ntr;{'positive': 0, 'negative': 0}
ID-282;pos;{'positive': 1, 'negative': 0}
ID-283;ntr;{'positive': 0, 'negative': 0}
ID-284;ntr;{'positive': 0, 'negative': 0}
ID-285;ntr;{'positive': 0, 'negative': 0}
ID-286;ntr;{'positive': 0, 'negative': 0}
ID-287;neg;{'negative': 1, 'positive': 0}
ID-288;pos;{'positive': 1, 'negative': 0}
ID-289;ntr;{'positive': 0, 'negative': 0}
ID-290;ntr;{'positive': 0, 'negative': 0}
ID-291;ntr;{'positive': 0, 'negative': 0}
ID-292;ntr;{'positive': 0, 'negative': 0}
ID-293;pos;{'positive': 1, 'negative': 0}
ID-294;ntr;{'positive': 0, 'negative': 0}
ID-295;ntr;{'positive': 0, 'negative': 0}
ID-296;ntr;{'positive': 0, 'negative': 0}
ID-297;ntr;{'positive': 0, 'negative': 0}
ID-298;ntr;{'positive': 0, 'negative': 0}
ID-299;ntr;{'positive': 0, 'negative': 0}
ID-300;ntr;{'positive': 0, 'negative': 0}
ID-301;ntr;{'positive': 0, 'negative': 0}
ID-302;ntr;{'positive': 0, 'negative': 0}
ID-303;ntr;{'positive': 0, 'negative': 0}
ID-304;ntr;{'positive': 0, 'negative': 0}
ID-305;neg;{'negative': 2, 'positive': 1}
ID-306;neg;{'negative': 1, 'positive': 0}
ID-307;neg;{'negative': 2, 'positive': 0}
ID-308;ntr;{'positive': 0, 'negative': 0}
ID-309;ntr;{'positive': 0, 'negative': 0}
ID-310;ntr;{'positive': 0, 'negative': 0}
ID-311;neg;{'negative': 1, 'positive': 0}
ID-312;ntr;{'positive': 0, 'negative': 0}
ID-313;ntr;{'positive': 0, 'negative': 0}
ID-314;ntr;{'positive': 0, 'negative': 0}
ID-315;neg;{'negative': 2, 'positive': 1}
ID-316;ntr;{'positive': 0, 'negative': 0}
ID-317;pos;{'positive': 1, 'negative': 0}
ID-318;ntr;{'positive': 0, 'negative': 0}
ID-319;ntr;{'positive': 0, 'negative': 0}
ID-320;neg;{'negative': 1, 'positive': 0}
ID-321;ntr;{'positive': 0, 'negative': 0}
ID-322;ntr;{'positive': 0, 'negative': 0}
ID-323;ntr;{'positive': 0, 'negative': 0}
ID-324;ntr;{'positive': 0, 'negative': 0}
ID-325;neg;{'negative': 1, 'positive': 0}
ID-326;pos;{'positive': 1, 'negative': 0}
ID-327;ntr;{'positive': 0, 'negative': 0}
ID-328;neg;{'negative': 1, 'positive': 0}
ID-329;pos;{'positive': 1, 'negative': 0}
ID-330;pos;{'positive': 1, 'negative': 0}
ID-331;ntr;{'positive': 0, 'negative': 0}
ID-332;pos;{'positive': 1, 'negative': 0}
ID-333;pos;{'positive': 1, 'negative': 0}
ID-334;neg;{'negative': 1, 'positive': 0}
ID-335;ntr;{'positive': 0, 'negative': 0}
ID-336;ntr;{'positive': 0, 'negative': 0}
ID-337;ntr;{'positive': 0, 'negative': 0}
ID-338;ntr;{'positive': 0, 'negative': 0}
ID-339;neg;{'negative': 1, 'positive': 0}
ID-340;ntr;{'positive': 0, 'negative': 0}
ID-341;ntr;{'positive': 0, 'negative': 0}
ID-342;neg;{'negative': 1, 'positive': 0}
ID-343;ntr;{'positive': 0, 'negative': 0}
ID-344;pos;{'positive': 1, 'negative': 0}
ID-345;ntr;{'positive': 0, 'negative': 0}
ID-346;ntr;{'positive': 0, 'negative': 0}
ID-347;ntr;{'positive': 0, 'negative': 0}
ID-348;ntr;{'positive': 0, 'negative': 0}
ID-349;ntr;{'positive': 0, 'negative': 0}
ID-350;ntr;{'positive': 0, 'negative': 0}
ID-351;ntr;{'positive': 0, 'negative': 0}
ID-352;ntr;{'positive': 0, 'negative': 0}
ID-353;neg;{'negative': 1, 'positive': 0}
ID-354;ntr;{'positive': 0, 'negative': 0}
ID-355;pos;{'positive': 2, 'negative': 0}
ID-356;ntr;{'positive': 0, 'negative': 0}
ID-357;ntr;{'positive': 0, 'negative': 0}
ID-358;ntr;{'positive': 0, 'negative': 0}
ID-359;neg;{'negative': 1, 'positive': 0}
ID-360;ntr;{'positive': 0, 'negative': 0}
ID-361;ntr;{'positive': 0, 'negative': 0}
ID-362;pos;{'positive': 1, 'negative': 0}
ID-363;pos;{'positive': 1, 'negative': 0}
ID-364;ntr;{'positive': 0, 'negative': 0}
