ID;Pred;details
ID-137;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-138;pos;{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.296}
ID-139;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-140;pos;{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}
ID-141;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-142;neg;{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.5574}
ID-143;neg;{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.5574}
ID-144;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-145;neg;{'neg': 0.363, 'neu': 0.403, 'pos': 0.234, 'compound': -0.3818}
ID-146;neg;{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}
ID-147;neg;{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}
ID-148;neg;{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}
ID-149;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-150;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-151;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-152;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-153;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-154;ntr;{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.25}
ID-155;ntr;{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.2023}
ID-156;pos;{'neg': 0.0, 'neu': 0.242, 'pos': 0.758, 'compound': 0.8555}
ID-157;ntr;{'neg': 0.276, 'neu': 0.432, 'pos': 0.292, 'compound': 0.0377}
ID-158;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-159;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-160;pos;{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.4939}
ID-161;ntr;{'neg': 0.276, 'neu': 0.432, 'pos': 0.292, 'compound': 0.0377}
ID-162;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-163;ntr;{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.1027}
ID-164;neg;{'neg': 0.345, 'neu': 0.655, 'pos': 0.0, 'compound': -0.2755}
ID-165;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-166;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-167;neg;{'neg': 0.73, 'neu': 0.27, 'pos': 0.0, 'compound': -0.4019}
ID-168;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-169;neg;{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}
ID-170;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-171;pos;{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.296}
ID-172;neg;{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.5719}
ID-173;neg;{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}
ID-174;ntr;{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.2235}
ID-175;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-176;neg;{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}
ID-177;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-178;pos;{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.296}
ID-179;neg;{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.5719}
ID-180;neg;{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}
ID-181;ntr;{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.2235}
ID-182;pos;{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.296}
ID-183;ntr;{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.2235}
ID-184;neg;{'neg': 0.453, 'neu': 0.312, 'pos': 0.234, 'compound': -0.34}
ID-185;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-186;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-187;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-188;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-189;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-190;pos;{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.5267}
ID-191;pos;{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}
ID-192;pos;{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}
ID-193;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-194;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-195;ntr;{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.1531}
ID-196;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-197;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-198;neg;{'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019}
ID-199;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-200;pos;{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}
ID-201;ntr;{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.1326}
ID-202;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-203;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-204;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-205;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-206;pos;{'neg': 0.18, 'neu': 0.479, 'pos': 0.341, 'compound': 0.4019}
ID-207;pos;{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}
ID-208;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-209;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-210;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-211;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-212;neg;{'neg': 0.558, 'neu': 0.442, 'pos': 0.0, 'compound': -0.5849}
ID-213;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-214;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-215;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-216;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-217;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-218;ntr;{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.0972}
ID-219;neg;{'neg': 0.39, 'neu': 0.61, 'pos': 0.0, 'compound': -0.4927}
ID-220;neg;{'neg': 0.77, 'neu': 0.23, 'pos': 0.0, 'compound': -0.7717}
ID-221;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-222;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-223;ntr;{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.2263}
ID-224;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-225;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-226;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-227;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-228;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-229;neg;{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}
ID-230;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-231;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-232;neg;{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.4404}
ID-233;pos;{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}
ID-234;ntr;{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.0572}
ID-235;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-236;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-237;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-238;neg;{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}
ID-239;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-240;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-241;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-242;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-243;pos;{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}
ID-244;neg;{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215}
ID-245;neg;{'neg': 0.914, 'neu': 0.086, 'pos': 0.0, 'compound': -0.891}
ID-246;pos;{'neg': 0.0, 'neu': 0.095, 'pos': 0.905, 'compound': 0.8591}
ID-247;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-248;pos;{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}
ID-249;neg;{'neg': 0.825, 'neu': 0.175, 'pos': 0.0, 'compound': -0.6908}
ID-250;neg;{'neg': 0.475, 'neu': 0.202, 'pos': 0.323, 'compound': -0.3612}
ID-251;neg;{'neg': 0.825, 'neu': 0.175, 'pos': 0.0, 'compound': -0.6908}
ID-252;neg;{'neg': 0.701, 'neu': 0.299, 'pos': 0.0, 'compound': -0.6908}
ID-253;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-254;neg;{'neg': 0.787, 'neu': 0.213, 'pos': 0.0, 'compound': -0.5719}
ID-255;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-256;neg;{'neg': 0.737, 'neu': 0.263, 'pos': 0.0, 'compound': -0.4215}
ID-257;neg;{'neg': 0.475, 'neu': 0.202, 'pos': 0.323, 'compound': -0.3612}
ID-258;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-259;pos;{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}
ID-260;pos;{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}
ID-261;pos;{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}
ID-262;neg;{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}
ID-263;neg;{'neg': 0.825, 'neu': 0.175, 'pos': 0.0, 'compound': -0.6908}
ID-264;neg;{'neg': 0.475, 'neu': 0.202, 'pos': 0.323, 'compound': -0.3612}
ID-265;neg;{'neg': 0.825, 'neu': 0.175, 'pos': 0.0, 'compound': -0.6908}
ID-266;neg;{'neg': 0.701, 'neu': 0.299, 'pos': 0.0, 'compound': -0.6908}
ID-267;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-268;neg;{'neg': 0.701, 'neu': 0.299, 'pos': 0.0, 'compound': -0.6908}
ID-269;pos;{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.6444}
ID-270;ntr;{'neg': 0.253, 'neu': 0.46, 'pos': 0.287, 'compound': 0.0772}
ID-271;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-272;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-273;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-274;neg;{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}
ID-275;pos;{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}
ID-276;pos;{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}
ID-277;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-278;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-279;ntr;{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.0258}
